lycee,ville,type,effectif,success
LYCEE HENRI IV,PARIS,PU,282,100
LYCEE STANISLAS,PARIS,PR,284,100
LYCEE SAINT-JEAN DE PASSY,PARIS,PR,154,100
LYCEE SAINT-LOUIS DE GONZAGUE,PARIS,PR,148,100
LYCEE ALBERT DE MUN,CRETEIL,PR,143,99
LYCEE EPIN,CRETEIL,PR,81,99
LYCEE SAINT PAUL,LILLE,PR,260,99
LYCEE PRIVE DE MARCQ,LILLE,PR,276,99
INSTITUTION DES CHARTREUX,LYON,PR,226,99
LYCEE STANISLAS,NICE,PR,111,99
LYCEE LAVOISIER,PARIS,PU,197,99
LYCEE LOUIS LE GRAND,PARIS,PU,296,99
ECOLE ALSACIENNE,PARIS,PR,155,99
LYCEE NOTRE-DAME DE SION,PARIS,PR,144,99
LYCEE L'ALMA,PARIS,PR,79,99
LYCEE LA ROCHEFOUCAULD,PARIS,PR,106,99
LYCEE FENELON SAINTE-MARIE,PARIS,PR,236,99
LYCEE CONDORCET,PARIS,PU,171,99
LYCEE SAINT-MICHEL DE PICPUS,PARIS,PR,277,99
LYCEE BLOMET,PARIS,PR,165,99
LYCEE SAINTE GENEVIEVE,VERSAILLES,PR,146,99
LYCEE NOTRE-DAME,VERSAILLES,PR,148,99
LYCEE SAINTE MARIE,VERSAILLES,PR,97,99
LYCEE SAINT DOMINIQUE,VERSAILLES,PR,173,99
LYCEE MADELEINE DANIELOU,VERSAILLES,PR,158,99
LYCEE NOTRE DAME DE LA COMPASSION,VERSAILLES,PR,188,99
LYCEE ST FRANCOIS D ASSISE,VERSAILLES,PR,169,99
LYCEE INTERNATIONAL,VERSAILLES,PU,285,99
LYCEE HOCHE,VERSAILLES,PU,404,99
LYCEE ST JEAN ET HULST,VERSAILLES,PR,276,99
LYCEE LACORDAIRE,AIX-MARSEILLE,PR,208,98
LYCEE ST GENES,BORDEAUX,PR,179,98
LYCEE STE MARIE GRAND LEBRUN,BORDEAUX,PR,236,98
INSTITUT SAINT-LO,CAEN,PR,165,98
LYCEE ESPERANCE,CRETEIL,PR,142,98
LYCEE ALLIANCE,CRETEIL,PR,53,98
LYCEE NOTRE DAME DES MISSIONS,CRETEIL,PR,105,98
LYCEE MONTALEMBERT,CRETEIL,PR,118,98
LYCEE SAINT MICHEL DE PICPUS,CRETEIL,PR,120,98
LYCEE MARCELIN BERTHELOT,CRETEIL,PU,346,98
LYCEE PETIT VAL,CRETEIL,PR,75,98
LYCEE NOTRE DAME DE LA PROVIDENCE,CRETEIL,PR,126,98
LYCEE CHARLES DE GAULLE,DIJON,PU,291,98
LYCEE SAINT BONNET,GRENOBLE,PR,62,98
LYCEE INTERNATIONAL EUROPOLE,GRENOBLE,PU,130,98
LYCEE CATHOLIQUE LEVAVASSEUR,LA REUNION,PR,242,98
LYCEE THERESE D'AVILA,LILLE,PR,163,98
LYCEE SAINT ADRIEN,LILLE,PR,211,98
LYCEE LA MALASSISE,LILLE,PR,144,98
LYCEE CHARLES DE FOUCAULD,LYON,PR,165,98
LYCEE CHEVREUL,LYON,PR,134,98
LYCEE AUX LAZARISTES,LYON,PR,220,98
LYCEE SAINTE MARIE LYON,LYON,PR,390,98
LYCEE DU PARC,LYON,PU,226,98
LYCEE SAINT JOSEPH,LYON,PR,110,98
LYCEE ST JOSEPH DE CLUNY,MARTINIQUE,PR,118,98
LYCEE LA MALGRANGE,NANCY-METZ,PR,142,98
LYCEE NOTRE DAME SAINT SIGISBERT,NANCY-METZ,PR,199,98
LYCEE FABERT,NANCY-METZ,PU,404,98
LYCEE SAINT PIERRE CHANEL,NANCY-METZ,PR,136,98
LYCEE CLEMENCEAU,NANTES,PU,301,98
LYCEE GABRIEL GUISTHAU,NANTES,PU,296,98
LYCEE LA PERVERIE SACRE COEUR,NANTES,PR,139,98
LYCEE ST JOSEPH DU LOQUIDY,NANTES,PR,218,98
LYCEE STANISLAS,NICE,PR,176,98
LYCEE INTERNATIONAL,NICE,PU,325,98
LYCEE SAINTE JEANNE D ARC (GENERAL ET TECHNO.),NICE,PR,88,98
LYCEE SAINT JOSEPH,NICE,PR,128,98
LYCEE FENELON,NICE,PR,140,98
LYCEE DESCARTES,ORLEANS-TOURS,PU,310,98
LYCEE SAINT CHARLES,ORLEANS-TOURS,PR,106,98
LYCEE CHARLEMAGNE,PARIS,PU,196,98
LYCEE SEVIGNE,PARIS,PR,75,98
LYCEE PAUL CLAUDEL,PARIS,PR,92,98
LYCEE VICTOR DURUY,PARIS,PU,320,98
LYCEE ROCROY SAINT-VINCENT DE PAUL,PARIS,PR,179,98
LYCEE CHARLES PEGUY,PARIS,PR,160,98
LYCEE BOULLE ESAA,PARIS,PU,27,98
LYCEE NOTRE-DAME DE FRANCE,PARIS,PR,54,98
LYCEE GERSON,PARIS,PR,117,98
LYCEE JEAN-BAPTISTE SAY,PARIS,PU,225,98
LYCEE LA TOUR,PARIS,PR,112,98
LYCEE STE URSULE-LOUISE BETTIGNIES,PARIS,PR,92,98
LYCEE ST JOSEPH,REIMS,PR,112,98
LYCEE FRANCOIS RENE DE CHATEAUBRIAND,RENNES,PU,201,98
LYCEE JEAN-BAPTISTE DE LA SALLE,ROUEN,PR,206,98
ECOLE AQUIBA,STRASBOURG,PR,37,98
LYCEE LE GYMNASE JEAN STURM,STRASBOURG,PR,261,98
LYCEE SECTIONS INTERNATIONALES,STRASBOURG,PU,321,98
LYCEE PIERRE DE FERMAT,TOULOUSE,PU,379,98
COURS SECONDAIRE,VERSAILLES,PR,84,98
LYCEE BLAISE PASCAL,VERSAILLES,PU,328,98
LYCEE SAINT- LOUIS SAINT-CLEMENT,VERSAILLES,PR,135,98
LYCEE SAINTE MARIE LA CROIX,VERSAILLES,PR,314,98
LYCEE SAINT THOMAS DE VILLENEUVE,VERSAILLES,PR,134,98
LYCEE LOUIS PASTEUR,VERSAILLES,PU,225,98
LYCEE NOTRE DAME DE SAINTE CROIX,VERSAILLES,PR,160,98
LYCEE NOTRE-DAME DE BURY,VERSAILLES,PR,257,98
LYCEE FRANCO ALLEMAND,VERSAILLES,PU,116,98
LYCEE BLANCHE DE CASTILLE,VERSAILLES,PR,244,98
LYCEE NOTRE DAME,VERSAILLES,PR,314,98
LYCEE ST EREMBERT,VERSAILLES,PR,227,98
LYCEE NOTRE DAME,VERSAILLES,PR,293,98
LYCEE NOTRE DAME DU GRANDCHAMP,VERSAILLES,PR,324,98
LYCEE NATIVITE (LA),AIX-MARSEILLE,PR,172,97
LYCEE STE MARIE,AIX-MARSEILLE,PR,90,97
LYCEE NOTRE DAME DE SION,AIX-MARSEILLE,PR,169,97
LYCEE SAINT DOMINIQUE,AMIENS,PR,87,97
LYCEE SAINT VINCENT,AMIENS,PR,223,97
LYCEE FRANCOIS MAGENDIE,BORDEAUX,PU,368,97
LYCEE ST JOSEPH DE TIVOLI,BORDEAUX,PR,208,97
LYCEE FENELON,CLERMONT-FERRAND,PR,96,97
LYCEE MASSILLON,CLERMONT-FERRAND,PR,66,97
LYCEE FRANCOIS 1ER,CRETEIL,PU,347,97
LYCEE ST LAURENT-LA PAIX NOTRE DAME,CRETEIL,PR,195,97
LYCEE SAINT ASPAIS (GENERAL ET TECHNO.),CRETEIL,PR,311,97
LYCEE CAMPUS SAINTE THERESE,CRETEIL,PR,143,97
LYCEE CHARLES PEGUY,CRETEIL,PR,64,97
LYCEE BLANCHE DE CASTILLE,CRETEIL,PR,137,97
LYCEE TEILHARD DE CHARDIN,CRETEIL,PR,289,97
LYCEE D'ARSONVAL,CRETEIL,PU,280,97
LYCEE CARNOT,DIJON,PU,242,97
LYCEE CLAUDE LOUIS BERTHOLLET,GRENOBLE,PU,344,97
LYCEE SAINT MICHEL,GRENOBLE,PR,236,97
LYCEE CHAMPOLLION,GRENOBLE,PU,236,97
LYCEE DU GRESIVAUDAN (GENERAL ET TECHNO.),GRENOBLE,PU,435,97
LYCEE SAINT JUDE,LILLE,PR,198,97
LYCEE SAINTE MARIE,LILLE,PR,289,97
LYCEE LA CROIX BLANCHE,LILLE,PR,141,97
LYCEE EC SUP ARTS APPLIQUES TEXTILE,LILLE,PU,58,97
LYCEE SAINT PAUL,LILLE,PR,284,97
LYCEE SAINT MARC,LYON,PR,194,97
LYCEE NOTRE DAME DE BELLEGARDE,LYON,PR,166,97
LYCEE SAINT THOMAS D'AQUIN VERITAS,LYON,PR,213,97
LYCEE NOTRE DAME DE MONGRE,LYON,PR,154,97
LYCEE NOTRE DAME DE LA MERCI,MONTPELLIER,PR,332,97
LYCEE SAINT-LOUIS-DE-GONZAGUE,MONTPELLIER,PR,138,97
EXTERNAT DES ENFANTS NANTAIS,NANTES,PR,216,97
LYCEE BLANCHE DE CASTILLE,NANTES,PR,102,97
LYCEE JULES VERNE,NANTES,PU,203,97
LYCEE ND DE TOUTES AIDES,NANTES,PR,167,97
LYCEE DAVID D ANGERS,NANTES,PU,270,97
LYCEE ST MARTIN,NANTES,PR,155,97
LYCEE JEANNE DELANOUE,NANTES,PR,114,97
LYCEE DON BOSCO,NANTES,PR,44,97
LYCEE MONTESQUIEU,NANTES,PU,335,97
LYCEE NOTRE DAME DES AYDES,ORLEANS-TOURS,PR,96,97
LYCEE SAINTE MARIE,ORLEANS-TOURS,PR,127,97
LYCEE LES FRANCS BOURGEOIS,PARIS,PR,235,97
LYCEE MASSILLON,PARIS,PR,133,97
LYCEE FENELON,PARIS,PU,144,97
LYCEE MAXIMILIEN VOX-ART-DESSIN (GENERAL ET TECHNO.),PARIS,PU,73,97
LYCEE SAINTE-JEANNE ELISABETH,PARIS,PR,92,97
LYCEE CHAPTAL,PARIS,PU,172,97
LYCEE BOSSUET-NOTRE-DAME,PARIS,PR,99,97
LYCEE CLAUDE MONET,PARIS,PU,360,97
LYCEE JANSON DE SAILLY,PARIS,PU,344,97
LYCEE JEAN DE LA FONTAINE,PARIS,PU,232,97
LYCEE L'ASSOMPTION,PARIS,PR,108,97
ECOLE  INTERNATIONAL BILINGUE,PARIS,PR,125,97
LYCEE HELENE BOUCHER,PARIS,PU,381,97
LYCEE SAINT PAUL,POITIERS,PR,109,97
LYCEE JEAN JAURES,REIMS,PU,273,97
LYCEE SACRE-COEUR,REIMS,PR,166,97
LYCEE ST CHARLES,RENNES,PR,149,97
LYCEE ST JOSEPH,RENNES,PR,155,97
LYCEE EMILE ZOLA,RENNES,PU,364,97
LYCEE PIERRE CORNEILLE,ROUEN,PU,333,97
LYCEE FREPPEL,STRASBOURG,PU,184,97
COLLEGE EPISCOPAL ST ETIENNE,STRASBOURG,PR,171,97
COLLEGE EPISCOPAL,STRASBOURG,PR,155,97
LYCEE LE FERRADOU,TOULOUSE,PR,93,97
LYCEE PIERRE-PAUL RIQUET,TOULOUSE,PU,436,97
LYCEE EMILIE DE RODAT (GENERAL ET TECHNO.),TOULOUSE,PR,186,97
LYCEE LE CAOUSOU,TOULOUSE,PR,171,97
LYCEE OZENNE,TOULOUSE,PU,269,97
LYCEE SAINT-JOSEPH,TOULOUSE,PR,243,97
LYCEE LAPEROUSE,TOULOUSE,PU,190,97
LYCEE VALLEE DE CHEVREUSE,VERSAILLES,PU,429,97
LYCEE NOTRE DAME,VERSAILLES,PR,306,97
LYCEE NOTRE-DAME,VERSAILLES,PR,133,97
LYCEE JEANNE D ARC,VERSAILLES,PR,134,97
LYCEE LA SOURCE,VERSAILLES,PR,66,97
LYCEE LA SALLE PASSY BUZENVAL,VERSAILLES,PR,240,97
LYCEE RICHELIEU,VERSAILLES,PU,640,97
LYCEE LAKANAL,VERSAILLES,PU,346,97
LYCEE MARIE CURIE,VERSAILLES,PU,307,97
LYCEE MICHELET,VERSAILLES,PU,344,97
LYCEE LE BON SAUVEUR,VERSAILLES,PR,136,97
LYCEE LOUIS DE BROGLIE,VERSAILLES,PU,283,97
LYCEE STE THERESE,VERSAILLES,PR,160,97
LYCEE JEANNE D ALBRET,VERSAILLES,PU,485,97
LYCEE LA BRUYERE,VERSAILLES,PU,343,97
LYCEE CHEVREUL BLANCARDE,AIX-MARSEILLE,PR,121,96
LYCEE SEVIGNE,AIX-MARSEILLE,PR,122,96
LYCEE ST JEAN LA CROIX,AMIENS,PR,183,96
LYCEE SAINT ESPRIT,AMIENS,PR,227,96
LYCEE SAINTE FAMILLE,AMIENS,PR,183,96
LYCEE CAMILLE JULLIAN,BORDEAUX,PU,291,96
LYCEE DES GRAVES,BORDEAUX,PU,404,96
LYCEE LA SAUQUE,BORDEAUX,PR,136,96
LYCEE RENE CASSIN,BORDEAUX,PU,393,96
LYCEE ST LOUIS VILLA PIA,BORDEAUX,PR,226,96
LYCEE CHARLES DE GAULLE,CAEN,PU,240,96
LYCEE VICTOR HUGO,CAEN,PU,268,96
LYCEE THOMAS HELYE,CAEN,PR,151,96
LYCEE BLAISE PASCAL,CLERMONT-FERRAND,PU,290,96
LYCEE JEANNE D'ARC,CLERMONT-FERRAND,PU,379,96
LYCEE MAURICE RONDEAU,CRETEIL,PR,91,96
LYCEE GUY GASNIER-SAINTE BATHILDE,CRETEIL,PR,77,96
LYCEE JEANNE D'ARC SAINT ASPAIS,CRETEIL,PR,101,96
LYCEE SAINTE CELINE,CRETEIL,PR,73,96
LYCEE BOSSUET,CRETEIL,PR,251,96
LYCEE OZAR HATORAH FILLES,CRETEIL,PR,41,96
LYCEE EDOUARD BRANLY,CRETEIL,PU,277,96
LYCEE HECTOR BERLIOZ,CRETEIL,PU,338,96
LYCEE STEPHEN LIEGEARD,DIJON,PU,170,96
LYCEE NOTRE DAME,DIJON,PR,130,96
LYCEE SAINT JOSEPH,DIJON,PR,182,96
LYCEE PONTUS DE TYARD,DIJON,PU,251,96
LYCEE JULIEN WITTMER (GENERAL ET TECHNO.),DIJON,PU,219,96
LYCEE PRESENTATION DE MARIE,GRENOBLE,PR,70,96
LYCEE PIERRE TERMIER,GRENOBLE,PR,259,96
LYCEE SAINTE CECILE,GRENOBLE,PR,57,96
LYCEE VAUGELAS,GRENOBLE,PU,331,96
LYCEE CATHOLIQUE LA SALLE ST CHARLES (GENERAL ET TECHNO.),LA REUNION,PR,232,96
LYCEE SAINT JEAN,LILLE,PR,164,96
LYCEE NOTRE-DAME DES DUNES,LILLE,PR,230,96
LYCEE PRIVE DE GENECH,LILLE,PR,193,96
LYCEE SAINT JACQUES,LILLE,PR,223,96
LYCEE NOTRE-DAME,LILLE,PR,197,96
LYCEE ROBESPIERRE,LILLE,PU,275,96
LYCEE SAINT VAAST-SAINT DOMINIQUE,LILLE,PR,194,96
LYCEE NAZARETH HAFFREINGUE,LILLE,PR,225,96
LYCEE SAINT PIERRE,LYON,PR,143,96
LYCEE BLAISE PASCAL,LYON,PU,370,96
LYCEE PIERRE TERMIER,LYON,PR,95,96
LYCEE ANTOINE DE SAINT-EXUPERY,LYON,PU,385,96
LYCEE SAINT JUST,LYON,PU,504,96
LYCEE EDOUARD HERRIOT,LYON,PU,290,96
CITE SCOLAIRE INTERNATIONALE,LYON,PU,256,96
LYCEE RENE DESCARTES,LYON,PU,394,96
LYCEE CHAMPAGNAT,LYON,PR,163,96
SEMINAIRE COLLEGE STE MARIE,MARTINIQUE,PR,44,96
LYCEE NEVERS (GENERAL ET TECHNO.),MONTPELLIER,PR,247,96
LYCEE JOFFRE,MONTPELLIER,PU,498,96
LYCEE SAINT-JOSEPH (GENERAL ET TECHNO.),MONTPELLIER,PR,93,96
LYCEE HENRI POINCARE,NANCY-METZ,PU,405,96
LYCEE JEAN XXIII,NANCY-METZ,PR,147,96
LYCEE SAINT ANTOINE,NANCY-METZ,PR,76,96
LYCEE ST JOSEPH,NANTES,PR,164,96
LYCEE LA HERDRIE,NANTES,PU,287,96
LYCEE CHARLES PEGUY,NANTES,PR,174,96
LYCEE ST JOSEPH,NANTES,PR,121,96
LYCEE ST STANISLAS,NANTES,PR,121,96
LYCEE NICOLAS APPERT,NANTES,PU,296,96
LYCEE NOTRE DAME (GENERAL ET TECHNO.),NANTES,PR,255,96
LYCEE ST DOMINIQUE,NANTES,PR,164,96
LYCEE AUGUSTE ET JEAN RENOIR,NANTES,PU,186,96
LYCEE URBAIN MONGAZON,NANTES,PR,274,96
LYCEE ND DE BONNES NOUVELLES,NANTES,PR,159,96
LYCEE ND D'ORVEAU,NANTES,PR,59,96
LYCEE ST LOUIS,NANTES,PR,144,96
LYCEE NOTRE DAME (GENERAL ET TECHNO.),NANTES,PR,262,96
LYCEE ST JOSEPH,NANTES,PR,293,96
LYCEE HENRI MATISSE,NICE,PU,328,96
LYCEE MAINTENON (GENERAL ET TECHNO.),NICE,PR,141,96
LYCEE MARCEAU,ORLEANS-TOURS,PU,390,96
LYCEE NOTRE DAME,ORLEANS-TOURS,PR,194,96
LYCEE GRAND ST GREGOIRE,ORLEANS-TOURS,PR,113,96
LYCEE STE URSULE,ORLEANS-TOURS,PR,170,96
LYCEE HOTEL.ET TOURISME VAL DE LOIRE,ORLEANS-TOURS,PU,54,96
LYCEE VICTOR HUGO,PARIS,PU,128,96
LYCEE LOUISE DE MARILLAC,PARIS,PR,105,96
LYCEE SAINTE-GENEVIEVE,PARIS,PR,119,96
LYCEE SAINT-THOMAS D'AQUIN,PARIS,PR,99,96
LYCEE BUFFON,PARIS,PU,327,96
LYCEE SAINTE-ELISABETH,PARIS,PR,79,96
LYCEE PASCAL,PARIS,PR,66,96
LYCEE CARNOT,PARIS,PU,296,96
LYCEE SAINT-MICHEL DES BATIGNOLLES,PARIS,PR,116,96
LYCEE GEORGES BRASSENS,PARIS,PU,94,96
LYCEE LUCIEN DE HIRSCH,PARIS,PR,45,96
LYCEE CAMILLE GUERIN,POITIERS,PU,231,96
LYCEE STE ANNE,RENNES,PR,207,96
LYCEE ESTRAN CHARLES DE FOUCAULD,RENNES,PR,246,96
LYCEE ST LOUIS,RENNES,PR,99,96
LYCEE AUGUSTE BRIZEUX,RENNES,PU,224,96
LYCEE SEVIGNE,RENNES,PU,364,96
LYCEE ASSOMPTION,RENNES,PR,314,96
LYCEE ST MARTIN,RENNES,PR,368,96
LYCEE ST VINCENT-PROVIDENCE (GENERAL ET TECHNO.),RENNES,PR,214,96
LYCEE LA MENNAIS,RENNES,PR,261,96
LYCEE ST PAUL,RENNES,PR,496,96
LYCEE SAINT-JOSEPH,ROUEN,PR,277,96
INSTITUTION STE PHILOMENE,STRASBOURG,PR,98,96
INSTITUTION NOTRE DAME,STRASBOURG,PR,110,96
LYCEE FUSTEL DE COULANGES,STRASBOURG,PU,234,96
LYCEE DON BOSCO,STRASBOURG,PR,101,96
LYCEE SAINT-JOSEPH,TOULOUSE,PR,62,96
LYCEE SAINT-SERNIN,TOULOUSE,PU,430,96
LYCEE SAINTE-MARIE DES CHAMPS,TOULOUSE,PR,258,96
LYCEE BARRAL,TOULOUSE,PR,112,96
LYCEE JEANNE D ARC,VERSAILLES,PR,63,96
LYCEE NOTRE DAME DE SION (GENERAL ET TECHNO.),VERSAILLES,PR,175,96
LYCEE SACRE COEUR,VERSAILLES,PR,162,96
LYCEE JEAN-PIERRE VERNANT,VERSAILLES,PU,464,96
LYCEE ALEXANDRE DUMAS,VERSAILLES,PU,478,96
LYCEE NOTRE DAME DE LA PROVIDENCE,VERSAILLES,PR,151,96
LYCEE LES PIERRES VIVES (GENERAL ET TECHNO.),VERSAILLES,PU,349,96
LYCEE L ERMITAGE,VERSAILLES,PR,66,96
LYCEE NOTRE DAME,VERSAILLES,PR,165,96
LYCEE ST THOMAS DE VILLENEUVE,VERSAILLES,PR,118,96
LYCEE GEORGES DUBY,AIX-MARSEILLE,PU,489,95
LYCEE AMI,AIX-MARSEILLE,PR,49,95
LYCEE ST JOSEPH LES MARISTES,AIX-MARSEILLE,PR,107,95
LYCEE YAVNE,AIX-MARSEILLE,PR,51,95
LYCEE ST JOSEPH DE LA MADELEINE,AIX-MARSEILLE,PR,122,95
LYCEE IMMACULEE CONCEPTION,AIX-MARSEILLE,PR,54,95
LYCEE LA PROVIDENCE,AMIENS,PR,244,95
LYCEE CLAUDE NICOLAS LEDOUX (GENERAL ET TECHNO.),BESANCON,PU,287,95
LYCEE LOUIS PASTEUR,BESANCON,PU,323,95
LYCEE CHARLES NODIER,BESANCON,PU,255,95
LYCEE JAY DE BEAUFORT,BORDEAUX,PU,291,95
LYCEE ST ELME,BORDEAUX,PR,58,95
LYCEE BIOLOGIE ET CHIMIE ST LOUIS,BORDEAUX,PU,95,95
LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.),BORDEAUX,PU,450,95
LYCEE SUD MEDOC LA BOETIE,BORDEAUX,PU,409,95
LYCEE PAPE CLEMENT,BORDEAUX,PU,415,95
LYCEE LOUIS BARTHOU,BORDEAUX,PU,425,95
LYCEE DE NAVARRE (GENERAL ET TECHNO.),BORDEAUX,PU,81,95
LYCEE MALHERBE,CAEN,PU,388,95
LYCEE FRANCOIS RABELAIS,CAEN,PU,25,95
LYCEE MARIE-JOSEPH,CAEN,PR,86,95
LYCEE VICTOR GRIGNARD,CAEN,PU,234,95
LYCEE MAURICE MARLAND,CAEN,PU,26,95
LYCEE SEVIGNE,CAEN,PR,143,95
LYCEE EMILE DUCLAUX,CLERMONT-FERRAND,PU,245,95
LYCEE LA PRESENTATION NOTRE DAME,CLERMONT-FERRAND,PR,20,95
LYCEE PIERRE JOEL BONTE (GENERAL ET TECHNO.),CLERMONT-FERRAND,PU,36,95
LYCEE SAINTE MARIE,CLERMONT-FERRAND,PR,45,95
LYCEE SAINTE CROIX,CRETEIL,PR,75,95
LYCEE MERKAZ HATORAH GARCONS,CRETEIL,PR,22,95
LYCEE HENRI MATISSE,CRETEIL,PR,63,95
LYCEE FREDERIC MISTRAL (GENERAL ET TECHNO.),CRETEIL,PU,342,95
LYCEE DU SAINT COEUR,DIJON,PR,61,95
LYCEE SAINT CYR,DIJON,PR,102,95
LYCEE BONAPARTE,DIJON,PU,141,95
LYCEE LA PRAT'S,DIJON,PU,101,95
LYCEE JACQUES AMYOT,DIJON,PU,296,95
LYCEE SAINT VICTOR,GRENOBLE,PR,94,95
LYCEE STENDHAL,GRENOBLE,PU,151,95
LYCEE ITEC BOISFLEURY EUROPE,GRENOBLE,PR,244,95
LYCEE SAINT MARC (GENERAL ET TECHNO.),GRENOBLE,PR,354,95
LYCEE ROBIN,GRENOBLE,PR,222,95
LYCEE MARIE REYNOARD,GRENOBLE,PU,247,95
LYCEE SAINT AMBROISE,GRENOBLE,PR,261,95
EXTERNAT SAINT JOSEPH,GUYANE,PR,119,95
LYCEE LECONTE DE LISLE,LA REUNION,PU,346,95
LYCEE ALBERT CHATELET,LILLE,PU,256,95
LYCEE SAINTE ODILE,LILLE,PR,103,95
LYCEE SAINT MICHEL,LILLE,PR,103,95
LYCEE NOTRE-DAME DES ANGES,LILLE,PR,124,95
LYCEE BAUDIMONT SAINT-CHARLES,LILLE,PR,342,95
LYCEE SAINT PIERRE,LILLE,PR,148,95
LYCEE NOTRE-DAME DE SION,LILLE,PR,117,95
LYCEE JEANNE D'ARC,LYON,PR,101,95
LYCEE INTERNATIONAL,LYON,PU,432,95
LYCEE CLAUDE FAURIEL,LYON,PU,295,95
LYCEE LA XAVIERE,LYON,PR,98,95
LYCEE LA FAVORITE SAINTE THERESE,LYON,PR,160,95
LYCEE ROSA PARKS,LYON,PU,200,95
LYCEE ASSOMPTION BELLEVUE,LYON,PR,179,95
LYCEE IMMACULEE CONCEPTION,LYON,PR,125,95
LYCEE ALPHONSE DAUDET,MONTPELLIER,PU,434,95
LYCEE THEOPHILE ROUSSEL (GENERAL ET TECHNO.),MONTPELLIER,PU,56,95
NOTRE DAME DE BON SECOURS,MONTPELLIER,PR,399,95
LYCEE STANISLAS (GENERAL ET TECHNO.),NANCY-METZ,PU,265,95
LYCEE NOTRE DAME DE LA PROVIDENCE,NANCY-METZ,PR,207,95
LYCEE NOTRE DAME - SAINT JOSEPH,NANCY-METZ,PR,95,95
LYCEE LA HAIE GRISELLE,NANCY-METZ,PU,129,95
LYCEE ALCIDE D'ORBIGNY,NANTES,PU,192,95
LYCEE ST JOSEPH,NANTES,PR,113,95
LYCEE LA MENNAIS,NANTES,PR,140,95
LYCEE GRAND AIR,NANTES,PU,158,95
LYCEE CENS,NANTES,PR,38,95
LYCEE ND D'ESPERANCE,NANTES,PR,217,95
LYCEE ST LOUIS,NANTES,PR,75,95
LYCEE SACRE COEUR,NANTES,PR,328,95
LYCEE SAINTE MARIE,NANTES,PR,279,95
LYCEE ST JOSEPH,NANTES,PR,87,95
LYCEE CHAMP BLANC,NANTES,PR,145,95
LYCEE IMMACULEE CONCEPTION,NANTES,PR,207,95
LYCEE D'AVESNIERES,NANTES,PR,201,95
LYCEE DOUANIER ROUSSEAU,NANTES,PU,233,95
LYCEE LAVOISIER,NANTES,PU,194,95
LYCEE ST PAUL-NOTRE DAME,NANTES,PR,46,95
LYCEE ND DU ROC,NANTES,PR,271,95
LYCEE JEAN XXIII,NANTES,PR,173,95
LYCEE STE MARIE DU PORT (GENERAL ET TECHNO.),NANTES,PR,226,95
LYCEE JEANNE D'ARC,NANTES,PR,115,95
LYCEE MONT SAINT JEAN,NICE,PR,79,95
