lycee,ville,type,effectif,success
LYCEE FENELON,NICE,PR,137,95
LYCEE ALBERT CALMETTE,NICE,PU,413,95
LYCEE HOTELIER TOURISME-PAUL AUGIER,NICE,PU,54,95
LYCEE STANISLAS,NICE,PR,50,95
LYCEE MARGUERITE DE NAVARRE,ORLEANS-TOURS,PU,370,95
LYCEE CHARLES PEGUY,ORLEANS-TOURS,PU,388,95
LYCEE STE CROIX ST EUVERTE,ORLEANS-TOURS,PR,286,95
LYCEE SOPHIE GERMAIN,PARIS,PU,230,95
LYCEE ALBERT DE MUN (GENERAL ET TECHNO.),PARIS,PR,123,95
LYCEE RACINE,PARIS,PU,359,95
LYCEE EDGAR POE,PARIS,PR,103,95
EC TECHNIQUE SUP LABORATOIRE,PARIS,PR,49,95
LYCEE LE REBOURS,PARIS,PR,140,95
LYCEE YABNE,PARIS,PR,134,95
LYCEE AUGUSTE RENOIR,PARIS,PU,56,95
LYCEE JEAN DAUTET,POITIERS,PU,431,95
LYCEE SAINT LOUIS,POITIERS,PR,86,95
LYCEE SAINT JOSEPH (GENERAL ET TECHNO.),POITIERS,PR,100,95
LYCEE JEAN MACE,POITIERS,PU,346,95
LYCEE SAINT CHARLES,POITIERS,PR,70,95
LYCEE PILOTE INNOVANT INTERNATIONAL,POITIERS,PU,146,95
LYCEE ST FRANCOIS DE SALES,REIMS,PR,122,95
LYCEE MARC CHAGALL,REIMS,PU,307,95
LYCEE ERNEST RENAN,RENNES,PU,268,95
LYCEE DE L'IROISE,RENNES,PU,168,95
LYCEE ANITA CONTI,RENNES,PU,263,95
LYCEE VICTOR ET HELENE BASCH,RENNES,PU,358,95
LYCEE JEAN PAUL II (GENERAL ET TECHNO.),RENNES,PR,103,95
INSTITUTION ST MALO-PROVIDENCE,RENNES,PR,253,95
LYCEE STE ANNE-ST LOUIS (GENERAL ET TECHNO.),RENNES,PR,164,95
LYCEE CAMILLE SAINT-SAENS,ROUEN,PU,249,95
LYCEE JEAN XXIII,ROUEN,PR,125,95
LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.),STRASBOURG,PU,266,95
LYCEE KLEBER,STRASBOURG,PU,349,95
LYCEE JEANNE D ARC,STRASBOURG,PR,139,95
LYCEE RIBEAUPIERRE,STRASBOURG,PU,193,95
LYCEE FERDINAND FOCH,TOULOUSE,PU,252,95
LYCEE FRANCOIS D'ESTAING,TOULOUSE,PR,239,95
LYCEE D'ARTAGNAN (GENERAL ET TECHNO.),TOULOUSE,PU,82,95
LYCEE INTERNATIONAL VICTOR HUGO,TOULOUSE,PU,528,95
LYCEE JEAN-PIERRE VERNANT,TOULOUSE,PU,208,95
LYCEE BELLEVUE (GENERAL ET TECHNO.),TOULOUSE,PU,460,95
LYCEE HOTELLERIE ET TOURISME,TOULOUSE,PU,92,95
LYCEE SAINT PIERRE,VERSAILLES,PR,278,95
LYCEE JULES VERNE,VERSAILLES,PU,212,95
LYCEE CAMILLE CLAUDEL,VERSAILLES,PU,250,95
LYCEE DESCARTES,VERSAILLES,PU,329,95
LYCEE SOPHIE BARAT,VERSAILLES,PR,225,95
LYCEE JACQUES MONOD,VERSAILLES,PU,426,95
LYCEE MONTALEMBERT,VERSAILLES,PR,258,95
LYCEE LA SALLE - SAINT ROSAIRE,VERSAILLES,PR,176,95
LYCEE O R T (GENERAL ET TECHNO.),VERSAILLES,PR,69,95
LYCEE JEAN MONNET,VERSAILLES,PU,363,95
LYCEE ALAIN,VERSAILLES,PU,365,95
LYCEE DESCARTES,VERSAILLES,PU,252,95
LYCEE PAUL CEZANNE,AIX-MARSEILLE,PU,479,94
LYCEE SACRE COEUR (LE),AIX-MARSEILLE,PR,298,94
LYCEE SAINT JEAN DE GARGUIER,AIX-MARSEILLE,PR,69,94
LYCEE ST LOUIS - STE MARIE,AIX-MARSEILLE,PR,179,94
LYCEE L'OLIVIER - ROBERT COFFY,AIX-MARSEILLE,PR,115,94
LYCEE ST JOSEPH,AIX-MARSEILLE,PR,260,94
LYCEE SAINT PIERRE,AMIENS,PR,65,94
LYCEE JEAN MICHEL,BESANCON,PU,320,94
LYCEE GRAND AIR,BORDEAUX,PU,350,94
LYCEE BERNARD PALISSY,BORDEAUX,PU,446,94
LYCEE BERNAT  ETXEPARE,BORDEAUX,PR,73,94
LYCEE EXPERIMENTAL A.MALRAUX,BORDEAUX,PU,168,94
LYCEE JACQUES MONOD,BORDEAUX,PU,258,94
LYCEE JULES SUPERVIELLE,BORDEAUX,PU,171,94
LYCEE SAINT-JOHN PERSE,BORDEAUX,PU,293,94
LYCEE ST THOMAS D AQUIN,BORDEAUX,PR,125,94
LYCEE COMMERCE VENTE-SANTÉ SOCIAL,BORDEAUX,PR,53,94
LYCEE SAINTE MARIE,CAEN,PR,174,94
LYCEE JEANNE D'ARC,CAEN,PR,172,94
LYCEE JEAN FRANCOIS MILLET,CAEN,PU,340,94
LYCEE JEAN PAUL II,CAEN,PR,64,94
LYCEE LE VERRIER,CAEN,PU,259,94
LYCEE ST FRANCOIS DE SALES (GENERAL ET TECHNO.),CAEN,PR,100,94
LYCEE SAINT THOMAS D'AQUIN (GENERAL ET TECHNO.),CAEN,PR,130,94
LYCEE DE HAUTE AUVERGNE (GENERAL ET TECHNO.),CLERMONT-FERRAND,PU,116,94
LYCEE ST-JACQUES DE COMPOSTELLE,CLERMONT-FERRAND,PR,110,94
LYCEE SAINT ALYRE,CLERMONT-FERRAND,PR,184,94
LYCEE SONIA DELAUNAY (GENERAL ET TECHNO.),CRETEIL,PU,200,94
LYCEE ASSOMPTION (GENERAL ET TECHNO.),CRETEIL,PR,53,94
LYCEE SAINT LOUIS-SAINTE CLOTILDE,CRETEIL,PR,113,94
LYCEE FRANCOISE CABRINI,CRETEIL,PR,228,94
LYCEE JEAN-BAPTISTE DE LA SALLE,CRETEIL,PR,198,94
LYCEE MONTCHAPET,DIJON,PU,321,94
LYCEE ALAIN COLAS,DIJON,PU,210,94
LYCEE FREDERIC OZANAM (GENERAL ET TECHNO.),DIJON,PR,87,94
LYCEE RENE CASSIN,DIJON,PU,252,94
LYCEE JEANNE D'ARC,DIJON,PR,76,94
LYCEE LE CHEYLARD (GENERAL ET TECHNO.),GRENOBLE,PU,122,94
LYCEE NOTRE DAME,GRENOBLE,PR,161,94
LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.),GRENOBLE,PU,197,94
LYCEE SAINT JOSEPH,GRENOBLE,PR,143,94
LYCEE MARIE CURIE,GRENOBLE,PU,413,94
LYCEE EAUX CLAIRES,GRENOBLE,PU,236,94
LYCEE LESDIGUIERES,GRENOBLE,PU,48,94
LYCEE PIERRE DU TERRAIL,GRENOBLE,PU,259,94
LYCEE ET SPORTIF JEAN PREVOST,GRENOBLE,PU,99,94
LYCEE EDOUARD HERRIOT (GENERAL ET TECHNO.),GRENOBLE,PU,378,94
LYCEE NOTRE DAME DES VICTOIRES,GRENOBLE,PR,141,94
LYCEE MARLIOZ (GENERAL ET TECHNO.),GRENOBLE,PU,291,94
LYCEE DU GRANIER,GRENOBLE,PU,396,94
LYCEE LOUIS PAYEN,LA REUNION,PU,214,94
LYCEE ST JEAN-BAPTISTE DE LA SALLE,LILLE,PR,125,94
LYCEE NOTRE-DAME DE LA PROVIDENCE,LILLE,PR,34,94
LYCEE D ARSONVAL,LIMOGES,PU,329,94
LYCEE BOSSUET,LIMOGES,PR,101,94
LYCEE GAY LUSSAC,LIMOGES,PU,342,94
LYCEE LEONARD LIMOSIN,LIMOGES,PU,249,94
LYCEE ST JEAN,LIMOGES,PR,160,94
LYCEE DU VAL DE SAONE,LYON,PU,331,94
LYCEE FRANCOIS MAURIAC-FOREZ,LYON,PU,379,94
LYCEE L'ASTREE,LYON,PU,78,94
LYCEE JACOB HOLTZER,LYON,PU,105,94
LYCEE CARNOT,LYON,PU,206,94
EXTERNAT SAINT MICHEL,LYON,PR,128,94
LYCEE ND DE VALBENOITE LE ROND POINT,LYON,PR,33,94
LYCEE CHEVREUL LESTONNAC,LYON,PR,91,94
LYCEE AMPERE,LYON,PU,404,94
LYCEE LA MARTINIERE MONPLAISIR,LYON,PU,280,94
LYCEE BELLEVUE,MONTPELLIER,PR,140,94
LYCEE LA TRINITE,MONTPELLIER,PR,135,94
LYCEE GEORGES POMPIDOU (GENERAL ET TECHNO.),MONTPELLIER,PU,365,94
LYCEE SAINT-JOSEPH,MONTPELLIER,PR,76,94
LYCEE TEYSSIER,NANCY-METZ,PU,173,94
LYCEE DE LA SALLE,NANCY-METZ,PR,80,94
LYCEE BEAU JARDIN,NANCY-METZ,PR,96,94
LYCEE GASPARD MONGE - LA CHAUVINIERE (GENERAL ET TECHNO.),NANTES,PU,208,94
LYCEE TALENSAC - JEANNE BERNARD (GENERAL ET TECHNO.),NANTES,PR,230,94
LYCEE PAYS DE RETZ,NANTES,PU,213,94
LYCEE GABRIEL DESHAYES,NANTES,PR,86,94
LYCEE HOTELIER STE ANNE,NANTES,PR,95,94
LYCEE LA BAUGERIE,NANTES,PR,99,94
LYCEE ST PIERRE LA JOLIVERIE,NANTES,PR,119,94
LYCEE HENRI BERGSON,NANTES,PU,219,94
LYCEE JOACHIM DU BELLAY,NANTES,PU,305,94
LYCEE BOURG CHEVREAU (GENERAL ET TECHNO.),NANTES,PR,167,94
LYCEE ST MICHEL,NANTES,PR,99,94
LYCEE NOTRE DAME,NANTES,PR,289,94
LYCEE BELLEVUE,NANTES,PU,335,94
LYCEE MARGUERITE YOURCENAR,NANTES,PU,353,94
LYCEE STE MARIE (GENERAL ET TECHNO.),NANTES,PR,126,94
LYCEE NOTRE DAME,NANTES,PR,169,94
LYCEE JEAN MONNET (GENERAL ET TECHNO.),NANTES,PU,116,94
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),NANTES,PU,291,94
LYCEE ND DE LA TOURTELIERE,NANTES,PR,108,94
LYCEE AUGUSTE RENOIR,NICE,PU,463,94
LYCEE MASSENA,NICE,PU,298,94
LYCEE COSTEBELLE (GENERAL ET TECHNO.),NICE,PU,380,94
LYCEE SAINTE MARIE,NICE,PR,101,94
LYCEE NOTRE DAME,NICE,PR,112,94
LYCEE STE MARIE ST DOMINIQUE,ORLEANS-TOURS,PR,147,94
LYCEE EMILE ZOLA,ORLEANS-TOURS,PU,228,94
LYCEE GEORGE SAND (GENERAL ET TECHNO.),ORLEANS-TOURS,PU,89,94
LYCEE BALZAC,ORLEANS-TOURS,PU,364,94
LYCEE GRANDMONT,ORLEANS-TOURS,PU,612,94
LYCEE MARMOUTIER,ORLEANS-TOURS,PR,101,94
LYCEE SAINT MEDARD INST N-D LA RICHE,ORLEANS-TOURS,PR,151,94
LYCEE RONSARD (GENERAL ET TECHNO.),ORLEANS-TOURS,PU,300,94
LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.),ORLEANS-TOURS,PU,300,94
LYCEE JEAN ZAY (GENERAL ET TECHNO.),ORLEANS-TOURS,PU,323,94
LYCEE MONTAIGNE,PARIS,PU,345,94
LYCEE E. NAPOLEON ST PIERRE FOURIER,PARIS,PR,140,94
LYCEE MAURICE GENEVOIX,POITIERS,PU,278,94
LYCEE JOSEPH DESFONTAINES,POITIERS,PU,191,94
LYCEE SAINT ANDRE (GENERAL ET TECHNO.),POITIERS,PR,148,94
LYCEE VICTOR HUGO,POITIERS,PU,387,94
LYCEE CHANZY,REIMS,PU,204,94
LYCEE PIERRE BAYEN,REIMS,PU,270,94
LYCEE CORDELIERS-N-D DE LA VICTOIRE,RENNES,PR,164,94
LYCEE HENRI AVRIL,RENNES,PU,209,94
LYCEE ST JOSEPH,RENNES,PR,155,94
LYCEE LE LIKES,RENNES,PR,387,94
LYCEE JEAN-BAPTISTE LE TAILLANDIER,RENNES,PR,251,94
LYCEE ST SAUVEUR,RENNES,PR,248,94
LYCEE JEANNE D'ARC,RENNES,PR,146,94
LYCEE NOTRE DAME DU VOEU,RENNES,PR,160,94
LYCEE JEANNE D'ARC-ST IVY,RENNES,PR,219,94
LYCEE LA PROVIDENCE,ROUEN,PR,136,94
LYCEE JEAN PREVOST,ROUEN,PU,344,94
LYCEE GUSTAVE FLAUBERT,ROUEN,PU,391,94
LYCEE HENRI MECK,STRASBOURG,PU,365,94
SEMINAIRE DE  JEUNES,STRASBOURG,PR,70,94
LYCEE BARTHOLDI,STRASBOURG,PU,269,94
LYCEE FREDERIC KIRSCHLEGER,STRASBOURG,PU,115,94
ORATOIRE SAINTE-MARIE,TOULOUSE,PR,112,94
LYCEE BOSSUET,TOULOUSE,PU,161,94
LYCEE HENRI MATISSE,TOULOUSE,PU,322,94
LYCEE CLÉMENCE ROYER,TOULOUSE,PU,183,94
LYCEE PIERRE BOURDIEU,TOULOUSE,PU,222,94
OHR TORAH - LEDER INSTITUT,TOULOUSE,PR,20,94
LYCEE VICTOR DURUY (GENERAL ET TECHNO.),TOULOUSE,PU,96,94
LYCEE THEOPHILE GAUTIER,TOULOUSE,PU,303,94
LYCEE BELLEVUE,TOULOUSE,PU,269,94
LYCEE LAS CASES,TOULOUSE,PU,227,94
LYCEE PIERRE MARIE THEAS,TOULOUSE,PR,175,94
LYCEE SAINT CHARLES,VERSAILLES,PR,229,94
LYCEE SAINT LEON (GENERAL ET TECHNO.),VERSAILLES,PR,153,94
LYCEE ILE DE FRANCE,VERSAILLES,PR,48,94
LYCEE RABELAIS,VERSAILLES,PU,253,94
LYCEE PAUL LANGEVIN,VERSAILLES,PU,332,94
LYCEE NOTRE-DAME,VERSAILLES,PR,161,94
LYCEE CHARLES DE GAULLE,VERSAILLES,PU,297,94
LYCEE LES CHATAIGNIERS,VERSAILLES,PR,49,94
LYCEE SONIA DELAUNAY (GENERAL ET TECHNO.),VERSAILLES,PU,220,94
LYCEE THIERS,AIX-MARSEILLE,PU,286,93
LYCEE MARSEILLEVEYRE,AIX-MARSEILLE,PU,263,93
LYCEE SAINT JOSEPH,AMIENS,PR,30,93
LYCEE NOTRE DAME DE LA TILLOYE,AMIENS,PR,120,93
LYCEE PIERRE D AILLY,AMIENS,PU,372,93
LYCEE MONTALEMBERT,AMIENS,PR,132,93
LYCEE LES AUGUSTINS,BESANCON,PR,77,93
LYCEE HYACINTHE FRIANT,BESANCON,PU,166,93
LYCEE GUSTAVE COURBET,BESANCON,PU,274,93
LYCEE SAINTE-MARIE,BESANCON,PR,160,93
LYCEE MAINE DE BIRAN,BORDEAUX,PU,380,93
LYCEE ST JOSEPH,BORDEAUX,PR,95,93
LYCEE L ASSOMPTION,BORDEAUX,PR,250,93
LYCEE MICHEL MONTAIGNE,BORDEAUX,PU,280,93
LYCEE STE MARIE BASTIDE,BORDEAUX,PR,246,93
LYCEE FERNAND DAGUIN,BORDEAUX,PU,441,93
LYCEE VICTOR LOUIS (GENERAL ET TECHNO.),BORDEAUX,PU,428,93
LYCEE DE BORDA (GENERAL ET TECHNO.),BORDEAUX,PU,582,93
LYCEE CHARLES DESPIAU,BORDEAUX,PU,367,93
LYCEE SAINT-EXUPERY,BORDEAUX,PU,137,93
LYCEE JEAN CASSAIGNE,BORDEAUX,PR,60,93
LYCEE STE ANNE,BORDEAUX,PR,93,93
LYCEE HOTELLERIE BIARRITZ ATLANTIQUE,BORDEAUX,PU,49,93
LYCEE DU PAYS DE SOULE,BORDEAUX,PU,115,93
LYCEE PAUL REY,BORDEAUX,PU,139,93
LYCEE GASTON FEBUS,BORDEAUX,PU,174,93
LYCEE MARCEL GAMBIER,CAEN,PU,221,93
LYCEE MARIE CURIE,CAEN,PU,281,93
LYCEE EMILE LITTRE (GENERAL ET TECHNO.),CAEN,PU,286,93
LYCEE CHARLES FRANCOIS LEBRUN,CAEN,PU,244,93
LYCEE ALAIN,CAEN,PU,233,93
LYCEE BIGNON,CAEN,PR,48,93
LYCEE JEAN MONNET (GENERAL ET TECHNO.),CAEN,PU,116,93
LYCEE THEODORE DE BANVILLE,CLERMONT-FERRAND,PU,274,93
LYCEE SAINT JULIEN (GENERAL ET TECHNO.),CLERMONT-FERRAND,PR,47,93
LYCEE LEONARD DE VINCI,CLERMONT-FERRAND,PU,283,93
LYCEE,CLERMONT-FERRAND,PU,179,93
LYCEE FESCH,CORSE,PU,188,93
PENSIONNAT JEANNE D ARC,CORSE,PR,84,93
LYCEE MARTIN LUTHER KING,CRETEIL,PU,355,93
LYCEE GALILEE,CRETEIL,PU,170,93
LYCEE DU GUE A TRESMES,CRETEIL,PU,61,93
LYCEE FREDERIC JOLIOT CURIE,CRETEIL,PU,261,93
LYCEE EMILIE DU CHATELET (GENERAL ET TECHNO.),CRETEIL,PU,143,93
LYCEE ANDRE BOULLOCHE,CRETEIL,PU,320,93
LYCEE FENELON,CRETEIL,PR,101,93
LYCEE CONDORCET (GENERAL ET TECHNO.),CRETEIL,PU,173,93
LYCEE GREGOR MENDEL,CRETEIL,PR,130,93
LYCEE GUSTAVE EIFFEL,DIJON,PU,275,93
LYCEE JULES RENARD,DIJON,PU,196,93
LYCEE HENRI VINCENOT (GENERAL ET TECHNO.),DIJON,PU,125,93
LYCEE JEANNE D'ARC (GENERAL ET TECHNO.),DIJON,PR,32,93
LYCEE DU DIOIS,GRENOBLE,PU,86,93
LYCEE SAINT MAURICE,GRENOBLE,PR,76,93
LYCEE CAMILLE VERNET,GRENOBLE,PU,237,93
LYCEE EMILE LOUBET,GRENOBLE,PU,221,93
LYCEE CHARLES BAUDELAIRE,GRENOBLE,PU,487,93
LYCEE ROGER FRISON ROCHE (GENERAL ET TECHNO.),GRENOBLE,PU,49,93
LYCEE SAINT JOSEPH,GRENOBLE,PR,78,93
LYCEE LA VERSOIE,GRENOBLE,PU,464,93
LYCEE SAVOIE LEMAN,GRENOBLE,PU,85,93
LYCEE SAINT FRANCOIS,GRENOBLE,PR,118,93
EXTERNAT NOTRE DAME,GRENOBLE,PR,56,93
LYCEE DE LA MATHEYSINE (GENERAL ET TECHNO.),GRENOBLE,PU,98,93
LYCEE ARISTIDES BERGES,GRENOBLE,PU,305,93
LYCEE SAINT CHARLES,GRENOBLE,PR,163,93
LYCEE PORTES DE L'OISANS,GRENOBLE,PU,242,93
LYCEE FERDINAND BUISSON (GENERAL ET TECHNO.),GRENOBLE,PU,138,93
LYCEE RENE PERRIN,GRENOBLE,PU,97,93
LYCEE PIERRE LAGOURGUE (GENERAL ET TECHNO.),LA REUNION,PU,168,93
LYCEE EVARISTE DE PARNY,LA REUNION,PU,429,93
LYCEE SAINT LUC,LILLE,PR,200,93
LYCEE JEAN PERRIN,LILLE,PU,254,93
LYCEE FREDERIC OZANAM,LILLE,PR,178,93
LYCEE NOTRE-DAME DE LA PAIX,LILLE,PR,168,93
LYCEE YVES KERNANEC,LILLE,PU,208,93
LYCEE HENRI WALLON,LILLE,PU,254,93
LYCEE WATTEAU,LILLE,PU,271,93
LYCEE HOTELIER,LILLE,PU,60,93
LYCEE SAINT DENIS,LILLE,PR,99,93
LYCEE ALBERT CHATELET,LILLE,PU,259,93
LYCEE EDMOND PERRIER,LIMOGES,PU,304,93
LYCEE PIERRE BOURDAN,LIMOGES,PU,223,93
LYCEE RAYMOND LOEWY,LIMOGES,PU,103,93
LYCEE JEAN GIRAUDOUX,LIMOGES,PU,116,93
LYCEE TURGOT,LIMOGES,PU,151,93
LYCEE DE LA PLAINE DE L'AIN,LYON,PU,444,93
LYCEE EDGAR QUINET,LYON,PU,351,93
LYCEE LALANDE,LYON,PU,260,93
LYCEE DE LA COTIERE,LYON,PU,370,93
LYCEE JEREMIE DE LA RUE (GENERAL ET TECHNO.),LYON,PU,75,93
LYCEE DU FOREZ,LYON,PU,274,93
LYCEE BEAUREGARD,LYON,PU,336,93
LYCEE SAINT PAUL,LYON,PR,82,93
LYCEE SAINT LOUIS,LYON,PR,133,93
LYCEE SAINT PAUL,LYON,PR,131,93
LYCEE JEAN-PAUL SARTRE,LYON,PU,424,93
LYCEE LOUIS ARAGON,LYON,PU,313,93
LYCEE LA MARTINIERE DIDEROT,LYON,PU,188,93
LYCEE DON BOSCO,LYON,PR,59,93
LYCEE NOTRE DAME DES MINIMES,LYON,PR,95,93
LYCEE JEAN PERRIN,LYON,PU,213,93
LYCEE LA MARTINIERE  DUCHERE,LYON,PU,424,93
LYCEE GERMAINE TILLION,LYON,PU,198,93
LYCEE JEAN VILAR,MONTPELLIER,PU,326,93
LYCEE CHAPTAL,MONTPELLIER,PU,137,93
LYCEE RAYMOND POINCARE,NANCY-METZ,PU,308,93
LYCEE LOUIS VINCENT,NANCY-METZ,PU,256,93
LYCEE GEORGES DE LA TOUR,NANCY-METZ,PU,453,93
LYCEE CLAUDE GELLEE,NANCY-METZ,PU,280,93
LYCEE LA COLINIERE,NANTES,PU,557,93
LYCEE LES BOURDONNIERES (GENERAL ET TECHNO.),NANTES,PU,426,93
LYCEE LIVET,NANTES,PU,350,93
LYCEE ST FELIX,NANTES,PR,187,93
LYCEE JEAN PERRIN,NANTES,PU,346,93
LYCEE JACQUES PREVERT,NANTES,PU,190,93
LYCEE ST JOSEPH LA JOLIVERIE (GENERAL ET TECHNO.),NANTES,PR,89,93
LYCEE JEAN BODIN,NANTES,PU,183,93
LYCEE DUPLESSIS MORNAY,NANTES,PU,244,93
LYCEE SADI CARNOT - JEAN BERTIN,NANTES,PU,123,93
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),NANTES,PU,160,93
LYCEE RAOUL VADEPIED (GENERAL ET TECHNO.),NANTES,PU,69,93
LYCEE HAUTE FOLLIS,NANTES,PR,149,93
LYCEE AMBROISE PARE,NANTES,PU,290,93
LYCEE RACAN,NANTES,PU,135,93
LYCEE PERSEIGNE (GENERAL ET TECHNO.),NANTES,PU,70,93
LYCEE ST JOSEPH LA SALLE (GENERAL ET TECHNO.),NANTES,PR,36,93
LYCEE STE ANNE (GENERAL ET TECHNO.),NANTES,PR,43,93
LYCEE PAUL SCARRON,NANTES,PU,67,93
LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),NANTES,PU,156,93
LYCEE ATLANTIQUE (GENERAL ET TECHNO.),NANTES,PU,170,93
LYCEE STE URSULE (GENERAL ET TECHNO.),NANTES,PR,82,93
LYCEE SAINTE MARIE,NICE,PR,73,93
LYCEE SAINT JOSEPH (GENERAL ET TECHNO.),NICE,PR,26,93
LYCEE SASSERNO,NICE,PR,80,93
LYCEE HONORE D'ESTIENNE D'ORVES,NICE,PU,395,93
LYCEE SIMONE VEIL,NICE,PU,278,93
LYCEE ST PIERRE ST PAUL,ORLEANS-TOURS,PR,148,93
LYCEE JEAN GIRAUDOUX,ORLEANS-TOURS,PU,307,93
LYCEE PASTEUR (GENERAL ET TECHNO.),ORLEANS-TOURS,PU,103,93
LYCEE JEAN MONNET,ORLEANS-TOURS,PU,359,93
LYCEE ALFRED DE VIGNY,ORLEANS-TOURS,PU,207,93
LYCEE FRANCOIS VILLON,ORLEANS-TOURS,PU,345,93
LYCEE SAINT FRANCOIS DE SALES (GENERAL ET TECHNO.),ORLEANS-TOURS,PR,66,93
LYCEE JACQUES MONOD,ORLEANS-TOURS,PU,352,93
LYCEE JEAN DROUANT,PARIS,PU,40,93
LYCEE CHARLES DE FOUCAULD,PARIS,PR,105,93
LYCEE GUEZ DE BALZAC,POITIERS,PU,319,93
LYCEE ELIE VINET,POITIERS,PU,133,93
LYCEE DE BEAULIEU,POITIERS,PR,76,93
LYCEE FENELON NOTRE-DAME (GENERAL ET TECHNO.),POITIERS,PR,207,93
LYCEE HOTELIER,POITIERS,PU,66,93
LYCEE MARCELIN BERTHELOT,POITIERS,PU,292,93
LYCEE DU BOIS D'AMOUR,POITIERS,PU,293,93
LYCEE AUGUSTE PAVIE,RENNES,PU,241,93
LYCEE DE L'HARTELOIRE,RENNES,PU,131,93
LYCEE KERICHEN,RENNES,PU,203,93
LYCEE LA CROIX ROUGE,RENNES,PR,374,93
LYCEE DE L'ELORN,RENNES,PU,201,93
LYCEE ST FRANCOIS-NOTRE DAME,RENNES,PR,162,93
LYCEE LE PARACLET,RENNES,PR,57,93
LYCEE STE THERESE,RENNES,PR,130,93
LYCEE NOTRE DAME DE KERBERTRAND,RENNES,PR,64,93
LYCEE YVON BOURGES,RENNES,PU,75,93
LYCEE JEAN GUEHENNO,RENNES,PU,251,93
LYCEE RENE CASSIN,RENNES,PU,231,93
LYCEE BREQUIGNY,RENNES,PU,545,93
LYCEE RENE DESCARTES,RENNES,PU,356,93
LYCEE BERTRAND D'ARGENTRE,RENNES,PU,300,93
LYCEE BENJAMIN FRANKLIN,RENNES,PU,284,93
LYCEE SAINT JOSEPH - LA SALLE,RENNES,PR,87,93
LYCEE ALAIN RENE LESAGE,RENNES,PU,365,93
LYCEE CHARLES DE GAULLE,RENNES,PU,250,93
LYCEE LA PROVIDENCE,ROUEN,PR,60,93
LYCEE GALILEE,ROUEN,PU,443,93
LYCEE JEAN-PAUL II,ROUEN,PR,143,93
LYCEE ADRIEN ZELLER,STRASBOURG,PU,178,93
LYCEE LE CORBUSIER,STRASBOURG,PU,120,93
LYCEE ALEXANDRE DUMAS (HOTELIER),STRASBOURG,PU,87,93
