longitude, latitude, nom
2.31250, 51.02333, "[McDo] 59 Grande-Synthe (D- -W)"
2.95798, 50.60707, "[McDo] 59 Hallennes-lez-Haubourdin (D- -W)"
3.12570, 50.77094, "[McDo] 59 Halluin (D- -W)"
2.54680, 50.73880, "[McDo] 59 Hazebrouck (D- -W)"
3.08871, 50.58519, "[McDo] 59 Lesquin (D- -W)"
3.06290, 50.63679, "[McDo] 59 Lille (Centre) ( - -W)"
3.07269, 50.64227, "[McDo] 59 Lille (Euralille Carnot) (D- -W)"
3.03421, 50.61878, "[McDo] 59 Lille (Fbg de Béthune) (D- -W)"
3.07008, 50.63564, "[McDo] 59 Lille (Gare SNCF Lille-Flandres) ( - -W)"
3.06213, 50.63284, "[McDo] 59 Lille (Pl. de Béthune) ( - -W)"
2.98413, 50.65054, "[McDo] 59 Lomme (C.Cial Carrefour) (D- -W)"
3.93590, 50.25870, "[McDo] 59 Louvroil (C.Cial Auchan) (D- -W)"
3.22331, 50.67883, "[McDo] 59 Lys-lez-Lannoy (C.Cial Auchan Leers) (D- -W)"
3.07632, 50.66524, "[McDo] 59 Marcq-en-Baroeul (D- -W)"
3.96810, 50.27440, "[McDo] 59 Maubeuge (D- -W)"
3.23570, 50.47570, "[McDo] 59 Orchies (D- -W)"
3.47667, 50.38096, "[McDo] 59 Petite-Forêt (La Madeleine) (D-K-W)"
2.43380, 50.95612, "[McDo] 59 Quaëdypre (Bergues) (D- -W)"
3.04889, 50.54889, "[McDo] 59 Seclin (D- -W)"
3.09601, 50.34173, "[McDo] 59 Sin-le-Noble (Douai Sin-le-Noble) (D- -W)"
3.28510, 50.34664, "[McDo] 59 Somain (D- -W)"
3.14614, 50.74050, "[McDo] 59 Tourcoing (Auchan Roncq) (D- -W)"
3.13320, 50.72570, "[McDo] 59 Tourcoing (Watt) (D- -W)"
3.52420, 50.35840, "[McDo] 59 Valenciennes ( - -W)"
3.51566, 50.34127, "[McDo] 59 Valenciennes (Gaumont) (D- -W)"
3.52284, 50.36480, "[McDo] 59 Valenciennes (Harpignies) (D- -W)"
3.12699, 50.61666, "[McDo] 59 Villeneuve-d'Ascq (Lille Villeneuve-d'Ascq II Drive) (D- -W)"
3.12818, 50.68186, "[McDo] 59 Wasquehal (Carrefour) (D- -W)"
3.04968, 50.59622, "[McDo] 59 Wattignies (D- -W)"
2.11359, 49.40760, "[McDo] 60 Allonne (Beauvais Allonne) (D- -W)"
2.08444, 49.43194, "[McDo] 60 Beauvais (Centre) ( - -W)"
2.09763, 49.45227, "[McDo] 60 Beauvais (Tille) (D- -W)"
2.25347, 49.15293, "[McDo] 60 Chambly (D- -W)"
2.40167, 49.38274, "[McDo] 60 Clermont-de-l'Oise (D- -W)"
2.78416, 49.40955, "[McDo] 60 Compiègne (C.Cial Carrefour) (D- -W)"
2.78904, 49.39040, "[McDo] 60 Compiègne (Mercières) (D- -W)"
2.89747, 49.22995, "[McDo] 60 Crépy-en-Valois (Carnot) (D- -W)"
2.73804, 49.09689, "[McDo] 60 Lagny-le-Sec (D- -W)"
2.44116, 49.14585, "[McDo] 60 Lamorlaye (D- -W)"
2.13889, 49.22056, "[McDo] 60 Meru (D- -W)"
2.45100, 49.25940, "[McDo] 60 Montataire (Creil Cinéma) (D- -W)"
2.98020, 49.56960, "[McDo] 60 Noyon (D- -W)"
2.46732, 49.23335, "[McDo] 60 Saint Maximin (D- -W)"
2.60335, 49.20852, "[McDo] 60 Senlis (D- -W)"
2.49810, 49.28766, "[McDo] 60 Villers-Saint-Paul (D- -W)"
-0.02806, 48.74890, "[McDo] 61 Argentan (D- - )"
0.06004, 48.43322, "[McDo] 61 Condé-sur-Sarthe ( - - )"
-0.58103, 48.72722, "[McDo] 61 Flers (D- -W)"
0.63412, 48.76195, "[McDo] 61 L'Aigle (D- - )"
2.41186, 50.63629, "[McDo] 62 Aire-sur-la-Lys (D- -W)"
2.73822, 50.30035, "[McDo] 62 Arras (D- -W)"
2.47566, 50.51156, "[McDo] 62 Auchel (D- -W)"
2.79366, 50.52123, "[McDo] 62 Auchy-les-Mines (D- -W)"
2.80038, 50.26814, "[McDo] 62 Beaurains (D- -W)"
1.59484, 50.40369, "[McDo] 62 Berck (D- -W)"
1.67027, 50.73345, "[McDo] 62 Boulogne-sur-Mer (Saint Martin-Boulogne Auchan) (D- -W)"
2.57668, 50.49514, "[McDo] 62 Bruay-la-Buissière (D- -W)"
1.89007, 50.95277, "[McDo] 62 Calais (C.Cial Mivoix) (D- -W)"
1.86177, 50.93717, "[McDo] 62 Calais (Curie) (D- -W)"
2.96593, 50.47970, "[McDo] 62 Carvin (D- -W)"
1.80955, 50.93573, "[McDo] 62 Coquelles (Calais Cité de l'Europe) ( -K-W)"
1.80781, 50.94283, "[McDo] 62 Coquelles (D- -W)"
2.94508, 50.44392, "[McDo] 62 Courrières (D- -W)"
1.63056, 50.50943, "[McDo] 62 Cucq (D- -W)"
2.73940, 50.28410, "[McDo] 62 Dainville (D- -W)"
2.62222, 50.51583, "[McDo] 62 Fouquières-les-Béthune (Béthune) (D- -W)"
2.92801, 50.33405, "[McDo] 62 Fresnes-lès-Montauban (D- -W)"
2.97535, 50.40527, "[McDo] 62 Hénin-Beaumont (D- -W)"
2.81954, 50.43241, "[McDo] 62 Lens (Bollaert) (D- -W)"
2.77790, 50.42280, "[McDo] 62 Liévin (D- -W)"
2.25949, 50.73993, "[McDo] 62 Longuenesse (Saint Omer) (D- -W)"
2.67817, 50.47438, "[McDo] 62 Noeux-les-Mines (Noeux Loisinord) (D- -W)"
2.97723, 50.41598, "[McDo] 62 Noyelles-Godault (D- -W)"
1.60839, 50.69993, "[McDo] 62 Outreau (Boulogne-sur-Mer) (D- -W)"
2.22091, 50.76004, "[McDo] 62 Saint Martin-au-Laert (D- -W)"
1.64435, 50.72699, "[McDo] 62 Saint Martin-Boulogne (D- -W)"
2.82759, 50.46288, "[McDo] 62 Vendin-le-Viel (C.Cial Cora) (D- -W)"
3.13225, 45.75083, "[McDo] 63 Aubière (D- -W)"
3.08977, 45.74478, "[McDo] 63 Beaumont (D- -W)"
3.08176, 45.77800, "[McDo] 63 Clermont-Ferrand (Centre - entrée 1) ( - -W)"
3.08217, 45.77806, "[McDo] 63 Clermont-Ferrand (Centre - entrée 2) ( - -W)"
3.13842, 45.78878, "[McDo] 63 Clermont-Ferrand (Le Brezet) (D- -W)"
3.10555, 45.78861, "[McDo] 63 Clermont-Ferrand (Le Stade) (D- -W)"
3.12779, 45.76431, "[McDo] 63 Clermont-Ferrand (Pardieu) (D-K-W)"
3.17313, 45.74026, "[McDo] 63 Cournon-d'Auvergne (D- -W)"
3.15521, 45.81986, "[McDo] 63 Gerzat (D- -W)"
3.26668, 45.55138, "[McDo] 63 Issoire (D- -W)"
3.18672, 45.77619, "[McDo] 63 Lempdes (D- -W)"
3.07385, 45.88960, "[McDo] 63 Mozac (D- -W)"
3.50777, 45.84009, "[McDo] 63 Thiers (Les Varennes) (D- -W)"
-1.51937, 43.49432, "[McDo] 64 Anglet (C.Cial BAB3000) (D- -W)"
-1.50295, 43.48272, "[McDo] 64 Anglet (D-K-W)"
-1.52284, 43.52698, "[McDo] 64 Anglet (La Barre) ( - - )"
-1.45288, 43.49229, "[McDo] 64 Bayonne (St Esprit) (D- -W)"
-0.23903, 43.18692, "[McDo] 64 Bénéjacq (D- - )"
-0.42408, 43.31774, "[McDo] 64 Lons (Pau Lons) (D- -W)"
-0.37999, 43.32431, "[McDo] 64 Lons-le-Perlic (Pau Sud) (D- -W)"
-0.36034, 43.27902, "[McDo] 64 Mazères-Lezons (C.Cial Grand Sud) (D- -W)"
-0.62568, 43.37227, "[McDo] 64 Mourenx (D- -W)"
-0.61870, 43.18122, "[McDo] 64 Oloron-Sainte-Marie (D- -W)"
-0.77958, 43.48780, "[McDo] 64 Orthez (D- -W)"
-0.35884, 43.31537, "[McDo] 64 Pau (C.Cial Leclerc) ( - - )"
-0.33176, 43.30681, "[McDo] 64 Pau (Nobel) (D- -W)"
-1.64048, 43.39931, "[McDo] 64 Saint Jean-de-Luz (D- -W)"
0.01810, 43.24129, "[McDo] 65 Ibos (D- -W)"
0.38654, 43.10344, "[McDo] 65 Lannemezan (D- -W)"
-0.04596, 43.09557, "[McDo] 65 Lourdes ( -K-W)"
0.06072, 43.22166, "[McDo] 65 Tarbes (D- -W)"
3.00947, 42.55888, "[McDo] 66 Argelès-sur-Mer (D-K-W)"
3.02265, 42.69951, "[McDo] 66 Canet-en-Roussillon (D- -W)"
2.91514, 42.77691, "[McDo] 66 Claira (D- -W)"
2.99682, 42.60775, "[McDo] 66 Latour-Bas-Elne (D- -W)"
2.84133, 42.53448, "[McDo] 66 Le Boulou (D- -W)"
2.90689, 42.68675, "[McDo] 66 Perpignan (D-K-W)"
2.88768, 42.71739, "[McDo] 66 Perpignan (Joffre) (D- -W)"
2.88988, 42.67264, "[McDo] 66 Perpignan (Porte d'Europe) (D- -W)"
2.93547, 42.69952, "[McDo] 66 Perpignan (San Remo) (D- -W)"
2.84636, 42.69302, "[McDo] 66 Perpignan (St Charles) (D- -W)"
2.42800, 42.62490, "[McDo] 66 Prades (C.Cial Super U) (D- -W)"
2.76260, 42.64077, "[McDo] 66 Thuir (D-K-W)"
7.69302, 48.74631, "[McDo] 67 Brumath (D- -W)"
7.49787, 48.52489, "[McDo] 67 Dorlisheim (D- -W)"
7.65952, 48.42852, "[McDo] 67 Erstein (D- -W)"
7.69352, 48.52218, "[McDo] 67 Geispolsheim (D- -W)"
7.75793, 48.82779, "[McDo] 67 Haguenau (D- -W)"
7.83481, 48.80040, "[McDo] 67 Haguenau (Taubenhof) (D- -W)"
7.76556, 48.63091, "[McDo] 67 Hoenheim (D- -W)"
7.73153, 48.52918, "[McDo] 67 Illkirch-Graffenstaden (Campus) (D- -W)"
7.37430, 48.70250, "[McDo] 67 Marmoutier (D- -W)"
7.70556, 48.60472, "[McDo] 67 Oberhausbergen (D- -W)"
7.49341, 48.45861, "[McDo] 67 Obernai (D- -W)"
7.75771, 48.60294, "[McDo] 67 Schiltigheim (D- -W)"
7.74708, 48.58306, "[McDo] 67 Strasbourg (Arcades) ( - -W)"
7.74285, 48.58621, "[McDo] 67 Strasbourg (C.Cial Halles) ( -K-W)"
7.75881, 48.57346, "[McDo] 67 Strasbourg (C.Cial Rivétoile) ( - -W)"
7.76775, 48.57716, "[McDo] 67 Strasbourg (Esplanade) ( - -W)"
7.73651, 48.58434, "[McDo] 67 Strasbourg (Gare) ( -K-W)"
7.75236, 48.56153, "[McDo] 67 Strasbourg (Meinau) (D- -W)"
7.46280, 48.27526, "[McDo] 67 Sélestat (D- -W)"
7.96170, 49.02919, "[McDo] 67 Wissembourg (D- -W)"
7.67154, 48.59134, "[McDo] 67 Wolfisheim (D- -W)"
7.22336, 47.62807, "[McDo] 68 Altkirch-Carspach (D- -W)"
7.17222, 47.79417, "[McDo] 68 Cernay (D- -W)"
7.36646, 48.07074, "[McDo] 68 Colmar (D- -W)"
7.22319, 47.90177, "[McDo] 68 Guebwiller (D- -W)"
7.40569, 48.07370, "[McDo] 68 Horbourg-Wihr (D- -W)"
7.36354, 48.12852, "[McDo] 68 Houssen (Colmar Houssen) (D- -W)"
7.31604, 47.78919, "[McDo] 68 Kingersheim (Mulhouse Kingersheim) (D- -W)"
7.29500, 47.75833, "[McDo] 68 Lutterbach (D- -W)"
7.33915, 47.74831, "[McDo] 68 Mulhouse (Rue du Sauvage) ( - -W)"
7.31738, 47.73341, "[McDo] 68 Mulhouse (Université) (D- -W)"
7.16031, 48.04370, "[McDo] 68 Munster (D- -W)"
7.54380, 47.60551, "[McDo] 68 Saint Louis (D- -W)"
7.39074, 47.77531, "[McDo] 68 Sausheim (D- -W)"
7.31333, 47.80722, "[McDo] 68 Wittenheim (Mulhouse Wittenheim) (D- -W)"
4.75150, 46.10628, "[McDo] 69 Belleville (D- -W)"
4.91988, 45.72174, "[McDo] 69 Bron (Toys-C.Cial Portes des Alpes) (D-K-W)"
4.85083, 45.79806, "[McDo] 69 Caluire-et-Cuire (D-K-W)"
4.78519, 45.80206, "[McDo] 69 Champagne-au-Mont-d'Or (D- -W)"
4.92639, 45.64951, "[McDo] 69 Chaponnay (D- -W)"
4.70331, 45.85595, "[McDo] 69 Civrieux-d'Azergues (D- -W)"
4.74174, 45.74734, "[McDo] 69 Craponne (D- -W)"
4.97731, 45.77222, "[McDo] 69 Décines-Charpieu (D- -W)"
4.77603, 45.78960, "[McDo] 69 Ecully (C.Cial Carrefour) ( - -W)"
4.77370, 45.73470, "[McDo] 69 Francheville (C.Cial Taffignon) ( - -W)"
4.98712, 45.72869, "[McDo] 69 Genas (D- -W)"
4.82193, 45.89467, "[McDo] 69 Genay (D- -W)"
4.75220, 45.58440, "[McDo] 69 Givors ( - - )"
4.81650, 45.74155, "[McDo] 69 Lyon 2 (C.Cial Confluence niv.2) ( -K- )"
4.83409, 45.76444, "[McDo] 69 Lyon 2 (Herriot) ( - -W)"
4.83423, 45.75818, "[McDo] 69 Lyon 2 (République) ( - -W)"
4.82900, 45.75287, "[McDo] 69 Lyon 2 (Victor Hugo) ( - -W)"
4.80547, 45.75432, "[McDo] 69 Lyon 5 (Charcot) (D- -W)"
4.84292, 45.75516, "[McDo] 69 Lyon 7 (Gabriel Péri) ( - -W)"
4.83806, 45.72639, "[McDo] 69 Lyon 7 (Gerland-Tony Garnier) (D- -W)"
4.87802, 45.74318, "[McDo] 69 Lyon 8 (Grange Blanche) ( - -W)"
4.86158, 45.74876, "[McDo] 69 Lyon 8 (Université) ( - -W)"
5.02928, 45.76029, "[McDo] 69 Meyzieu (D- -W)"
4.88993, 45.81736, "[McDo] 69 Rilleux-la-Pape (D- -W)"
5.01334, 45.69793, "[McDo] 69 Saint Bonnet-de-Mure (D- -W)"
4.79367, 45.68037, "[McDo] 69 Saint Genis-Laval (C.Cial Auchan) ( -K-W)"
4.93565, 45.72384, "[McDo] 69 Saint Priest (Bron Aviation) (D- -W)(24/24)"
4.94646, 45.68482, "[McDo] 69 Saint Priest (Garibaldi) (D- -W)"
4.82476, 45.63857, "[McDo] 69 Solaize (D- -W)"
4.44513, 45.89028, "[McDo] 69 Tarare (D- -W)"
4.76803, 45.76423, "[McDo] 69 Tassin-la-Demi-Lune (D-K-W)"
4.76972, 45.75222, "[McDo] 69 Tassin-la-Demi-Lune (Lyon Etoile d'Alaï) (D- -W)"
4.93250, 45.74806, "[McDo] 69 Vaulx-en-Velin (D- -W)"
4.73429, 45.99844, "[McDo] 69 Villefranche-sur-Saône (D- -W)"
4.73553, 45.97923, "[McDo] 69 Villefranche-sur-Saône (Ferry) (D- -W)"
4.86333, 45.77040, "[McDo] 69 Villeurbanne (Charpennes) ( -K-W)"
4.91322, 45.76275, "[McDo] 69 Villeurbanne (La Soie) (D- -W)"
4.87995, 45.71271, "[McDo] 69 Vénissieux (Curie) (D- -W)"
6.39589, 47.81819, "[McDo] 70 Froideconche (Luxeuil Froideconche) (D- -W)"
5.60158, 47.43544, "[McDo] 70 Gray (D- -W)"
6.50973, 47.67321, "[McDo] 70 Lure (D- -W)"
6.13920, 47.63131, "[McDo] 70 Vesoul (Cinéma) (D- -W)"
6.17004, 47.62794, "[McDo] 70 Vesoul (D- -W)"
4.31690, 46.95593, "[McDo] 71 Autun (D- -W)"
4.85278, 46.78417, "[McDo] 71 Chalon-sur-Saône ( - -W)"
4.86630, 46.78772, "[McDo] 71 Chalon-sur-Saône (Bowling) (D- -W)"
4.85901, 46.77414, "[McDo] 71 Chalon-sur-Saône (Sud) (D- -W)"
4.78961, 46.25292, "[McDo] 71 Crèches-sur-Saône (D- -W)"
4.42855, 46.80887, "[McDo] 71 Le Creusot (D- -W)"
4.36209, 46.68187, "[McDo] 71 Montceau-les-Mines (D- -W)"
4.81019, 46.28751, "[McDo] 71 Mâcon (D- -W)"
4.84228, 46.33162, "[McDo] 71 Sancé (D-K-W)"
4.90280, 46.57459, "[McDo] 71 Tournus (D- -W)"
4.08379, 46.46216, "[McDo] 71 Vitry-en-Charollais (D- -W)"
0.15892, 47.97488, "[McDo] 72 Allonnes (D- -W)"
0.08797, 48.40523, "[McDo] 72 Arçonnay (D- -W)"
0.17517, 48.03646, "[McDo] 72 La Chapelle-Saint-Aubin (D- -W)"
0.65250, 48.18092, "[McDo] 72 la Ferté-Bernard (D- -W)"
-0.05304, 47.70333, "[McDo] 72 La Flèche ( - - )"
0.19596, 48.00372, "[McDo] 72 Le Mans (Centre) ( -K-W)"
0.21532, 47.97504, "[McDo] 72 Le Mans (D- -W)"
0.22824, 48.02232, "[McDo] 72 Le Mans (Rte de Bonnetable) (D- - )"
0.15974, 48.01467, "[McDo] 72 Le Mans (Saint-Saturnin) (D- -W)"
0.23243, 47.93995, "[McDo] 72 Mulsanne (D- -W)"
-0.29891, 47.83804, "[McDo] 72 Sablé-sur-Sarthe (D- - )"
0.17060, 48.05078, "[McDo] 72 Saint Saturnin (D- -W)"
0.43204, 47.68755, "[McDo] 72 Vouvray-sur-Loir (D- -W)"
5.89621, 45.69367, "[McDo] 73 Aix-les-Bains (D- -W)"
6.39002, 45.66471, "[McDo] 73 Albertville (D- -W)"
6.77637, 45.62285, "[McDo] 73 Bourg-Saint-Maurice (D- -W)"
5.89796, 45.59265, "[McDo] 73 Chambéry (Nord) (D-K-W)"
6.36306, 45.65556, "[McDo] 73 Gilly-sur-Isère (D- -W)"
5.95176, 45.57266, "[McDo] 73 Saint Alban-Leysse (D- -W)"
6.36418, 45.27038, "[McDo] 73 Saint Jean-de-Maurienne (D- -W)"
6.12404, 45.92570, "[McDo] 74 Annecy ( -K-W)"
6.43190, 46.34900, "[McDo] 74 Anthy-sur-Léman (D- -W)"
6.40813, 46.07323, "[McDo] 74 Bonneville (D- -W)"
6.87139, 45.92333, "[McDo] 74 Chamonix (Centre-Ville) ( - -W)"
6.08241, 45.93301, "[McDo] 74 Epagny (D- -W)"
6.23056, 46.18167, "[McDo] 74 Etrembières (D-K-W)"
6.62552, 45.86401, "[McDo] 74 Megève (D- - )"
6.09508, 46.12222, "[McDo] 74 Neydens (Vitam'Parc) (D-K-W)"
5.94336, 45.85895, "[McDo] 74 Rumilly (D- -W)"
6.62941, 45.95287, "[McDo] 74 Sallanches (D- -W)"
6.55552, 46.06717, "[McDo] 74 Scionzier (D- -W)"
6.08889, 45.87658, "[McDo] 74 Seynod (D- - )"
6.14249, 45.85803, "[McDo] 74 Sévrier (D- -W)"
2.34828, 48.86090, "[McDo] 75 Paris 01 (Berger) ( - -W)"
2.34615, 48.86199, "[McDo] 75 Paris 01 (Forum) ( - -W)"
2.33408, 48.86354, "[McDo] 75 Paris 01 (Louvre) ( -K-W)"
2.34601, 48.85929, "[McDo] 75 Paris 02 (Rivoli) ( -K-W)"
2.36251, 48.86760, "[McDo] 75 Paris 03 (République) ( - -W)"
2.35146, 48.85782, "[McDo] 75 Paris 04 (Hôtel de ville) ( - -W)"
2.36417, 48.84315, "[McDo] 75 Paris 05 (Austerlitz) ( -K-W)"
2.34353, 48.85138, "[McDo] 75 Paris 05 (St-Germain) ( - -W)"
2.34095, 48.84718, "[McDo] 75 Paris 05 (St-Michel) ( - -W)"
2.32486, 48.84433, "[McDo] 75 Paris 06 (Rue de Rennes) ( - -W)"
2.29913, 48.87261, "[McDo] 75 Paris 08 (Champs Elysées) ( -K-W)"
2.30388, 48.87125, "[McDo] 75 Paris 08 (Galerie des Champs Elysées) ( - -W)"
2.32553, 48.87513, "[McDo] 75 Paris 08 (Rue St-Lazare) ( - -W)"
2.34762, 48.87091, "[McDo] 75 Paris 09 (Bonne Nouvelle) ( - -W)"
2.34412, 48.87599, "[McDo] 75 Paris 09 (Cadet) ( -K-W)"
2.32865, 48.87571, "[McDo] 75 Paris 09 (Caumartin) ( - -W)"
2.34045, 48.87215, "[McDo] 75 Paris 09 (Montmartre) ( - -W)"
2.33528, 48.87110, "[McDo] 75 Paris 09 (Opéra-Bvd des Italiens) ( -K-W)"
2.32831, 48.88360, "[McDo] 75 Paris 09 (Pl. de Clichy) ( - -W)"
2.33003, 48.87433, "[McDo] 75 Paris 09 (Provence) ( - -W)"
2.36776, 48.86888, "[McDo] 75 Paris 10 (Faubourg du Temple) ( - -W)"
2.35406, 48.88001, "[McDo] 75 Paris 10 (Gare du Nord) ( -K-W)"
2.35613, 48.87631, "[McDo] 75 Paris 10 (Magenta) ( - -W)"
2.37000, 48.85403, "[McDo] 75 Paris 11 (Bastille) ( - -W)"
2.38036, 48.85752, "[McDo] 75 Paris 11 (Léon Blum BK) ( - -W)"
2.38277, 48.86700, "[McDo] 75 Paris 11 (Ménilmontant) ( - -W)"
2.37470, 48.86501, "[McDo] 75 Paris 11 (Parmentier) ( - -W)"
2.37622, 48.85098, "[McDo] 75 Paris 12 (Ledru Rollin BK) ( - -W)"
2.40606, 48.83561, "[McDo] 75 Paris 12 (Porte Dorée) ( - -W)"
2.38671, 48.84734, "[McDo] 75 Paris 12 (Reuilly Diderot) ( - -W)"
2.35526, 48.82868, "[McDo] 75 Paris 13 (C.Cial Italie 2) ( - -W)"
2.36397, 48.82075, "[McDo] 75 Paris 13 (Choisy) ( - -W)"
2.35059, 48.83666, "[McDo] 75 Paris 13 (Gobelins) ( - -W)"
2.36675, 48.82660, "[McDo] 75 Paris 13 (Nationale) ( - -W)"
2.35643, 48.83076, "[McDo] 75 Paris 13 (Pl. d'Italie) ( -K-W)"
2.35702, 48.82599, "[McDo] 75 Paris 13 (Tolbiac) ( -K-W)"
2.32743, 48.82863, "[McDo] 75 Paris 14 (Alésia) ( - -W)"
2.33139, 48.83320, "[McDo] 75 Paris 14 (Denfert Rochereau) ( -K-W)"
2.27778, 48.83194, "[McDo] 75 Paris 15 (Aquaboulevard) ( - -W)"
2.28551, 48.84674, "[McDo] 75 Paris 15 (Beaugrenelle) ( -K-W)"
2.29583, 48.83743, "[McDo] 75 Paris 15 (Convention) ( -K-W)"
2.29786, 48.84876, "[McDo] 75 Paris 15 (Rue du Commerce) ( - -W)"
2.25763, 48.83798, "[McDo] 75 Paris 16 (Porte de Saint Cloud) ( - -W)"
2.27764, 48.85764, "[McDo] 75 Paris 16 (Rue de Passy) ( - -W)"
2.28180, 48.86810, "[McDo] 75 Paris 16 (Victor Hugo) ( -K-W)"
2.32527, 48.88747, "[McDo] 75 Paris 17 (La Fourche) ( - -W)"
2.29210, 48.88554, "[McDo] 75 Paris 17 (Porte de Champerret) ( - -W)"
2.29600, 48.87556, "[McDo] 75 Paris 17 (Wagram) ( - -W)"
2.34468, 48.89735, "[McDo] 75 Paris 18 (Clignancourt) ( - - )"
2.35995, 48.89041, "[McDo] 75 Paris 18 (Marx Dormoy) ( - -W)"
2.34656, 48.89594, "[McDo] 75 Paris 18 (Ornano) ( - -W)"
2.34678, 48.88398, "[McDo] 75 Paris 18 (Orsel) ( - -W)"
2.33790, 48.88235, "[McDo] 75 Paris 18 (Pl. Pigalle) ( - -W)"
2.37551, 48.88973, "[McDo] 75 Paris 19 (Crimée) ( - -W)"
2.38537, 48.88318, "[McDo] 75 Paris 19 (Manin Buttes Chaumont) ( -K- )"
2.39278, 48.88849, "[McDo] 75 Paris 19 (Porte de Pantin) ( - -W)"
2.40620, 48.87723, "[McDo] 75 Paris 19 (Porte des Lilas) ( - -W)"
2.38517, 48.87390, "[McDo] 75 Paris 19 (Rue de Belleville) ( - -W)"
2.37041, 48.88251, "[McDo] 75 Paris 19 (Stalingrad) ( - -W)"
2.39783, 48.86475, "[McDo] 75 Paris 20 (Gambetta BK) ( - -W)"
2.40825, 48.86450, "[McDo] 75 Paris 20 (Porte de Bagnolet) ( - -W)"
2.41022, 48.85317, "[McDo] 75 Paris 20 (Porte de Montreuil) ( - -W)"
2.41075, 48.84749, "[McDo] 75 Paris 20 (Porte de Vincennes) ( - -W)"
0.96305, 49.53609, "[McDo] 76 Barentin (Rouen Barentin) (D- - )"
1.10113, 49.47831, "[McDo] 76 Bois-Guillaume (D- - )"
1.04369, 49.45900, "[McDo] 76 Canteleu (Bapeaume) (D- -W)"
1.03605, 49.28955, "[McDo] 76 Caudebec-lès-Elbeuf (D- -W)"
1.07917, 49.91111, "[McDo] 76 Dieppe (C.Cial Le Belvédère) (D- -W)"
1.73961, 49.47788, "[McDo] 76 Ferrières-en-Bray (D- -W)"
0.37615, 49.75916, "[McDo] 76 Fécamp (D- -W)"
